"EWR"	[["PA (1)", 2.948015122873346], ["TW", 10.052015852450271], ["US", 10.165149588380965], ["NW", 10.34582896423162], ["EA", 10.37450314374503], ["AA", 10.730507717237407], ["PI", 11.080813972327533], ["UA", 11.578490512198602], ["DL", 11.786655984205218], ["CO", 11.943624805578013], ["TZ", 12.230062054700069], ["AS", 14.0], ["DH", 15.941255006675567], ["HP", 17.005879024144868], ["XE", 17.91842334508984], ["MQ", 17.97926651946793], ["OH", 19.132384648555412], ["YV", 20.213875717494385], ["B6", 23.73348826748632], ["FL", 24.99582704430436], ["EV", 30.96576763485477], ["OO", 32.30827067669173], ["9E", 35.34615384615385]]
"EYW"	[["EA", 3.0616621983914207], ["US", 4.3987609124190366], ["PI", 5.2144946376340595], ["MQ", 7.569791980705457], ["EV", 21.061392665842604]]
"FAI"	[["DL", 5.798276968197232], ["AS", 7.855584099155168], ["UA", 8.300876338851022], ["NW", 9.605291576673865]]
"FAR"	[["UA", 3.736429177268872], ["AA", 5.399821905609973], ["NW", 5.417627780140602], ["9.0", 7.081330868761553], ["CO", 9.222222222222221], ["OO", 12.618588669125042], ["9E", 14.195828505214369], ["DH", 16.945530726256983]]
"FAT"	[["F9", 2.230769230769231], ["PS", 2.736342042755344], ["HP", 3.5047784535186794], ["US", 3.6704435872709738], ["MQ", 5.206624012043658], ["XE", 5.730565371024735], ["DL", 6.469412835685025], ["AA", 6.840690978886756], ["UA", 7.180504004688416], ["YV", 7.8409343715239155], ["OO", 9.819138966980873], ["CO", 10.266666666666667]]
"FAY"	[["AA", 2.7480233042030795], ["US", 3.4147402901263453], ["PI", 4.599199199199199], ["DL", 7.674418604651163], ["YV", 10.90566037735849], ["EV", 15.527085377821393]]
"FCA"	[["XE", 3.9389671361502345], ["EV", 3.98961937716263], ["OO", 4.588560566787628], ["NW", 7.035855315116096], ["HP", 10.544303797468354], ["DL", 15.072347398607128], ["9E", 18.633540372670808], ["US", 20.208955223880597], ["YV", 20.464285714285715], ["9.0", 25.160919540229884]]
"FLG"	[["HP", 3.9189785045011942], ["YV", 9.05964415689446]]
"FLL"	[["OO", 2.7866666666666666], ["XE", 5.142857142857143], ["ML (1)", 5.728865979381443], ["EV", 7.121153846153846], ["TZ", 7.158905083540704], ["F9", 7.837915234822451], ["PA (1)", 7.867741935483871], ["PI", 8.437891784889475], ["TW", 8.774021289387134], ["WN", 8.895914857019996], ["NW", 9.213103827986902], ["US", 9.554610872886785], ["UA", 9.823362223235902], ["AA", 10.568955138939051], ["EA", 10.924929698007091], ["CO", 10.946156687732751], ["9E", 11.053398058252426], ["FL", 11.117626854020296], ["DL", 11.39701950158651], ["MQ", 11.900613496932515], ["HP", 13.047950502706883], ["OH", 13.507383966244726], ["9.0", 14.576687116564417], ["B6", 17.090136794505515]]
"FLO"	[["EV", 11.76969696969697]]
"FMN"	[["OO", 203.66666666666666]]
"FNT"	[["CO", 0.7120418848167539], ["US", 3.6094965206713057], ["OO", 4.904516129032258], ["NW", 6.390048336650555], ["PI", 7.764323685764914], ["DH", 8.316326530612244], ["OH", 9.24079797695982], ["9.0", 9.95906432748538], ["FL", 10.134733441033926], ["9E", 11.813202247191011], ["MQ", 15.138090070537167], ["EV", 16.314554794520546]]
"FSD"	[["AA", 4.305283757338552], ["NW", 5.222690686086623], ["TW", 5.434995112414467], ["OH", 5.475158084914183], ["DL", 8.01018891954999], ["UA", 8.150723991980396], ["9.0", 8.759717314487633], ["CO", 9.776649746192893], ["9E", 11.389254385964913], ["MQ", 14.809253246753247], ["OO", 14.863798687816626], ["DH", 17.18243243243243], ["EV", 22.01417004048583], ["YV", 27.46741452991453]]
"FSM"	[["9E", 4.566298342541437], ["9.0", 6.112781954887218], ["MQ", 7.961304289000135], ["EV", 14.511705685618729]]
"FWA"	[["US", 2.8987438725490198], ["NW", 3.207366542268376], ["PI", 3.473924380704042], ["AA", 5.055424528301887], ["DL", 5.7929507616011335], ["OH", 6.437925615505501], ["MQ", 10.560966183574878], ["DH", 11.292272727272728], ["EV", 15.379946215904726], ["9.0", 15.473728813559323], ["OO", 16.721751412429377], ["9E", 21.487433358720487], ["YV", 27.219409282700422]]
"GCC"	[["OO", 1.4792899408284024], ["YV", 13.796819787985866]]
"GCN"	[["HP", 3.8073089700996676]]
"GEG"	[["F9", 4.411764705882353], ["DL", 4.8392454679078885], ["OO", 5.5379302202019005], ["NW", 5.762879504601359], ["US", 6.113089005235602], ["CO", 6.118772136953955], ["WN", 6.669474018750993], ["HP", 7.262828535669587], ["XE", 8.21400683260127], ["AS", 8.598219890592771], ["YV", 9.290816326530612], ["UA", 9.330505341002466], ["EV", 10.04390243902439], ["PS", 40.44444444444444]]
"GFK"	[["NW", 4.92958205343014], ["9.0", 8.625], ["9E", 9.644171779141104]]
"GGG"	[["MQ", 5.676554006145119]]
"GJT"	[["CO", 3.4407565362506953], ["HP", 4.277976901632815], ["OO", 8.229918897900234], ["MQ", 10.95983086680761], ["YV", 13.356124899919935], ["AA", 70.0]]
"GLH"	[["9E", 0.0]]
"GNV"	[["US", 4.624555435286841], ["YV", 5.0], ["EA", 5.210552268244576], ["DL", 6.879006321392924], ["PI", 7.124815724815725], ["EV", 14.726706527154958], ["OH", 52.0]]
"GPT"	[["NW", 4.892191485187365], ["CO", 6.057906458797327], ["9.0", 6.409168081494058], ["XE", 9.638728323699421], ["9E", 9.792248062015505], ["FL", 11.374329501915708], ["DL", 12.663742690058479], ["OH", 14.16470588235294], ["EV", 14.569890664423886], ["MQ", 16.702090592334496]]
"GRB"	[["DL", 0.0], ["NW", 4.853897908719738], ["OH", 6.314559763895721], ["9.0", 9.998721227621484], ["DH", 11.31678486997636], ["9E", 11.625117150890347], ["EV", 12.600802407221664], ["MQ", 14.555171399146682], ["OO", 14.8925401775006], ["YV", 28.913253012048195]]
"GRK"	[["OO", 9.129464285714286], ["MQ", 9.95347398804206], ["XE", 10.551160337552743], ["EV", 19.001984126984127]]
"GRR"	[["TW", 3.06021897810219], ["US", 5.0948798956922925], ["DL", 5.5396383866481225], ["AA", 5.7163892445582585], ["NW", 6.219887237314198], ["OH", 6.458679492785309], ["PI", 8.527247321844435], ["UA", 9.12131694360368], ["OO", 10.014049328754293], ["9.0", 10.709606986899564], ["XE", 11.962552405315142], ["MQ", 12.144561926907384], ["9E", 13.120166567519334], ["EV", 16.080895008605854], ["DH", 18.2229381443299], ["YV", 22.28798185941043]]
"GSO"	[["EA", 4.898558758314856], ["NW", 5.41242532855436], ["AA", 5.482346268374533], ["US", 6.637953824037358], ["OO", 7.769024171888988], ["DH", 8.501807563959956], ["DL", 8.55327567491859], ["CO", 8.599101902151062], ["PI", 8.916460778258184], ["9E", 9.732947624847746], ["FL", 10.217105263157896], ["MQ", 10.278495102404275], ["UA", 10.37354201973881], ["9.0", 10.69359331476323], ["OH", 11.17065868263473], ["XE", 16.554947087989344], ["EV", 16.593557230980124], ["YV", 17.847251284002283]]
"GSP"	[["AA", 1.4988466674760228], ["NW", 5.145926698999324], ["US", 5.235226049515608], ["EA", 5.520977043989596], ["CO", 6.425133257955096], ["PI", 6.4665523156089195], ["DL", 6.931227648985921], ["9.0", 7.808163265306122], ["OH", 9.404264302301035], ["9E", 10.121984524351388], ["DH", 10.22203947368421], ["MQ", 10.755143401093164], ["XE", 10.946917293233083], ["EV", 11.091647509578545], ["OO", 11.71188630490956], ["YV", 23.035471826205026]]
"GST"	[["AS", 9.951511694238448]]
"GTF"	[["UA", 2.9169061302681993], ["CO", 3.7209775967413443], ["OO", 4.850319794002824], ["NW", 5.41051567239636], ["9E", 13.278350515463918], ["DL", 13.46148026730551], ["9.0", 22.558441558441558]]
"GTR"	[["EV", 13.646784452296819]]
"GUC"	[["XE", 4.296774193548387], ["CO", 6.056603773584905], ["YV", 11.030424339471578], ["UA", 11.250759878419453], ["DL", 12.970954356846473], ["AA", 13.54863344051447], ["OO", 21.02836879432624]]
"GUM"	[["CO", 5.683947215777263]]
"HDN"	[["XE", 4.43202416918429], ["HP", 6.4523809523809526], ["UA", 8.829501084598698], ["YV", 9.506261180679786], ["EV", 9.589473684210526], ["CO", 10.608133971291865], ["OO", 12.845266698702547], ["DL", 13.440456769983687], ["NW", 13.97632527020072], ["TW", 14.381786339754816], ["AA", 21.56764524738247]]
"HHH"	[["EV", 22.301965455628352]]
"HKY"	[["EV", 10.70483870967742]]
"HLN"	[["OH", 3.8421797593772116], ["NW", 4.4688026981450255], ["OO", 4.54348623853211], ["DL", 6.580254914668395], ["9.0", 11.28], ["9E", 13.979166666666666]]
"HNL"	[["EA", 0.0], ["HA", 2.7440146422738203], ["AQ", 4.304552028739833], ["YV", 4.308781976415627], ["PA (1)", 5.985214007782101], ["AA", 6.265143075959061], ["CO", 7.73596994398041], ["UA", 7.896631616467653], ["DL", 8.59139012774964], ["AS", 9.879518072289157], ["HP", 11.07713963963964], ["TZ", 11.210552027357108], ["NW", 11.745765204093637], ["TW", 11.955214817063913], ["US", 12.426829268292684]]
"HOU"	[["XE", 3.1551020408163266], ["PA (1)", 3.7534849596478357], ["NW", 4.816930446910436], ["CO", 5.196041333139281], ["UA", 6.508770041967072], ["DL", 7.3974168100698], ["TW", 7.409311386768448], ["EA", 7.465266558966074], ["AA", 8.090673958025421], ["OH", 8.465], ["WN", 9.537764067311265], ["OO", 10.545566502463053], ["MQ", 11.128071626684832], ["9E", 11.314121037463977], ["EV", 11.993234100135318], ["FL", 13.492227513702938], ["B6", 17.265437788018435], ["TZ", 23.760828625235405]]
"HPN"	[["XE", 4.791981030394481], ["NW", 6.367604796353186], ["US", 7.181284207715926], ["AA", 9.436231244483672], ["UA", 9.47577672459189], ["OH", 10.953180420903287], ["FL", 11.254032823677935], ["B6", 12.793181818181818], ["DH", 14.697883078648536], ["9.0", 15.116556291390728], ["9E", 15.492416582406472], ["MQ", 16.214191737566882], ["OO", 18.14438202247191], ["EV", 19.39906728847435]]
"HRL"	[["CO", 3.9451954158095797], ["AA", 4.644573322286661], ["XE", 6.987445072190835], ["WN", 7.15876489488198], ["MQ", 11.463182897862232]]
"HSV"	[["NW", 1.3753810082063307], ["US", 3.362450521770421], ["AA", 3.613015893360677], ["EA", 3.90412004069176], ["DH", 7.1735201084500675], ["UA", 7.921310691222196], ["OO", 8.087349397590362], ["OH", 8.146486964206805], ["DL", 8.397145451582109], ["9E", 9.051764705882354], ["9.0", 9.193236714975846], ["XE", 10.072559181958258], ["MQ", 10.87619926199262], ["EV", 12.600931677018634], ["YV", 18.89051094890511]]
"HTS"	[["PI", 4.152997601918465], ["US", 6.0104962804443085], ["OH", 6.304388862671071], ["EV", 8.08838043965904]]
"HVN"	[["UA", 8.607692307692307], ["OH", 8.944479101684342]]
"IAD"	[["AA", 6.07916013717608], ["NW", 6.238779248896661], ["TW", 7.235936420179682], ["CO", 7.6674656361590765], ["DL", 8.751853252647503], ["US", 9.116816431322208], ["AS", 9.522180652057724], ["WN", 10.239976275207592], ["HP", 10.765731949657761], ["UA", 10.912256434929036], ["DH", 12.179792068729379], ["9E", 12.227272727272727], ["EA", 12.430379746835444], ["9.0", 12.524691358024691], ["OH", 12.8539271097252], ["B6", 12.973654334179244], ["FL", 13.12495950761257], ["XE", 14.470985393407176], ["EV", 14.494833524684271], ["MQ", 15.004885197850513], ["PA (1)", 22.569192751235583], ["YV", 23.113156463550165], ["OO", 30.0]]
"IAH"	[["PI", 4.606278026905829], ["PA (1)", 5.657978075517661], ["NW", 6.112595789415442], ["WN", 6.214225360613193], ["US", 7.026480048406102], ["AA", 7.183434883446677], ["TW", 7.432933753943217], ["OO", 7.938879317417343], ["HP", 8.03939998465434], ["DL", 8.247340457866773], ["XE", 8.856566388214363], ["CO", 8.88717679962654], ["F9", 8.921671018276763], ["UA", 9.245609447858108], ["MQ", 10.177586206896551], ["EA", 10.590909090909092], ["9E", 10.783434650455927], ["OH", 11.761719509822992], ["9.0", 12.220930232558139], ["EV", 13.796493527773226], ["YV", 13.821017274472169]]
"ICT"	[["NW", 1.402197213290461], ["TW", 4.670760886903812], ["CO", 4.757363132363133], ["DL", 5.094672922991996], ["US", 5.353514739229025], ["YV", 5.421765295887663], ["AA", 5.726405248248099], ["HP", 6.384326858673811], ["XE", 6.995745229499742], ["9.0", 8.0], ["OH", 8.307873090481786], ["UA", 8.70866479711555], ["9E", 9.989043824701195], ["FL", 10.268833364643998], ["MQ", 12.596354329234035], ["OO", 13.738064257832049], ["EV", 17.463330547430004], ["DH", 18.395728155339807]]
"IDA"	[["AA", 3.8009617953513226], ["XE", 3.952681388012618], ["DL", 4.910464925250534], ["OO", 5.048740576237508], ["9.0", 11.208588957055214], ["9E", 16.637614678899084]]
"ILE"	[["MQ", 5.902923264311815], ["EV", 6.167305236270754], ["XE", 6.820809248554913], ["OO", 10.087004405286343]]
"ILG"	[["EV", 17.129655172413795]]
"ILM"	[["UA", 3.3945578231292517], ["US", 4.408078576546453], ["PI", 6.2721221613155835], ["YV", 9.128531635495424], ["EV", 14.751399169525184], ["OH", 16.11976911976912]]
"IND"	[["PA (1)", 0.8512461059190031], ["EA", 5.004979628791308], ["NW", 5.723967890905612], ["DL", 6.4820580680314475], ["AA", 6.5787445847543555], ["TW", 7.034718269778031], ["F9", 7.534377923292797], ["US", 7.8297047074661785], ["WN", 8.353149648838466], ["FL", 8.62914691943128], ["TZ", 8.684553179824562], ["CO", 8.939023642642582], ["OH", 9.179884345311855], ["UA", 10.287079115885147], ["YV", 10.410058027079303], ["XE", 10.415886993212254], ["HP", 10.784547954623582], ["PI", 10.817294281729428], ["DH", 10.93656514687331], ["9.0", 12.42620934681607], ["MQ", 13.389901461969473], ["9E", 13.817554240631164], ["EV", 16.93235831809872], ["OO", 18.693607154686983]]
"INL"	[["9.0", 7.284810126582278], ["9E", 14.605504587155963]]
"IPL"	[["OO", 6.991579718103606]]
"ISO"	[["US", 2.5163329820864067], ["PI", 4.7549388523047975], ["EV", 14.892128279883382]]
"ISP"	[["CO", 3.7260273972602738], ["AA", 4.883893447229403], ["PI", 5.070544554455446], ["US", 5.693093772249445], ["XE", 5.801132787916929], ["WN", 7.908361882032924], ["DL", 9.042799002231849], ["EA", 9.489718614718615], ["MQ", 9.96622846781505], ["OH", 11.17038007863696], ["EV", 19.072164948453608]]
"ITH"	[["9E", 2.6904761904761907], ["PI", 2.7443661971830986], ["US", 3.7298329664638095], ["9.0", 14.466666666666667]]
"ITO"	[["HA", 1.8332437436540643], ["AQ", 3.231361317461738], ["TZ", 3.904166666666667], ["YV", 4.797359849134236]]
"IYK"	[["OO", 3.5067896935933147]]
"JAC"	[["F9", 4.130434782608695], ["DL", 7.457013574660634], ["OO", 7.639522761496583], ["CO", 7.750158528852251], ["NW", 9.19620253164557], ["EV", 10.937134502923977], ["YV", 11.172211350293543], ["UA", 13.170787422735824], ["AA", 15.10199203187251]]
"JAN"	[["NW", 2.8988160624923713], ["AA", 3.8329330771693884], ["OO", 5.14975845410628], ["UA", 5.398556535685645], ["OH", 6.2208955223880595], ["TW", 6.342003853564547], ["WN", 8.199393684716052], ["DL", 8.433253118045853], ["9.0", 9.164122137404581], ["9E", 9.312098501070663], ["XE", 9.598550067965563], ["MQ", 11.014705882352942], ["EV", 12.270309199154983], ["YV", 14.65]]
"JAX"	[["TW", 4.5483773675956085], ["EA", 5.483200647685872], ["AA", 6.168822090178259], ["PI", 7.044482101249735], ["US", 7.537655343827672], ["9.0", 7.6083086053412465], ["PA (1)", 7.7777112043139605], ["DL", 8.114289947910136], ["F9", 8.345454545454546], ["UA", 8.35479941529966], ["WN", 8.638297588739453], ["NW", 8.741241845856488], ["EV", 8.811507936507937], ["CO", 9.628626218939981], ["FL", 10.823642295144886], ["9E", 11.388711395101172], ["XE", 11.833681330549355], ["DH", 11.874564926372155], ["OH", 12.701067205076434], ["MQ", 14.730549714629017], ["OO", 15.051829268292684], ["B6", 17.00980392156863], ["YV", 17.5632333767927], ["ML (1)", 24.46153846153846]]
"JFK"	[["UA", 7.6353339217416885], ["CO", 10.785908425674263], ["AA", 11.211974700069778], ["PA (1)", 11.823643765437746], ["XE", 12.06050605060506], ["DH", 12.157763675797252], ["DL", 13.182090838112162], ["B6", 13.371907102843425], ["TW", 13.443454967492107], ["EA", 13.618063656057323], ["US", 13.958331588424976], ["NW", 14.330504009834339], ["HP", 14.881512468082795], ["EV", 15.358539094650206], ["MQ", 15.683063303824953], ["PI", 16.310016977928694], ["OH", 18.32952903199665], ["YV", 19.788990825688074]]
"JNU"	[["DL", 8.878680203045684], ["AS", 12.707855941813632]]
"KOA"	[["HA", 1.5200219187320856], ["DL", 4.139204545454546], ["AQ", 5.134059881642937], ["YV", 5.166324435318275], ["US", 5.229368932038835], ["NW", 8.719566602931804], ["UA", 9.085733422638983], ["TW", 9.192148760330578], ["AA", 16.494579945799458], ["TZ", 17.91304347826087]]
"KSM"	[["AS", 11.145363408521304]]
"KTN"	[["AS", 11.044959301339665]]
"LAN"	[["US", 3.300316514615528], ["CO", 4.5927710843373495], ["PI", 4.863663663663663], ["NW", 5.0997968115035945], ["OH", 6.3858875413450935], ["9.0", 9.477697841726618], ["9E", 10.565384615384616], ["DH", 10.662039045553145], ["EV", 15.026726057906458], ["OO", 16.689723977386098], ["YV", 27.93865336658354]]
"LAS"	[["PS", 3.630434782608696], ["AQ", 4.901430842607313], ["XE", 5.941391941391942], ["DL", 7.067667366397734], ["ML (1)", 7.8116788321167885], ["TZ", 7.871861152141802], ["NW", 7.967883619714373], ["CO", 8.104816013880955], ["TW", 8.23364192687902], ["F9", 8.38466874783212], ["FL", 8.440592465385853], ["HA", 9.277502477700693], ["HP", 9.6393011326689], ["AA", 9.664225089186132], ["OO", 9.710828359677313], ["EA", 10.023052959501557], ["MQ", 10.225576289791437], ["US", 10.272444418977768], ["WN", 10.708887955142739], ["DH", 10.78657487091222], ["YV", 10.98221072635135], ["B6", 11.59997716112824], ["UA", 12.538175685910188], ["AS", 14.111076527224435], ["EV", 14.767123287671232]]
"LAW"	[["MQ", 6.485872036375446], ["EV", 9.688787185354691]]
"LAX"	[["PS", 4.919121703630145], ["MQ", 5.062646249582144], ["OO", 6.08776199214382], ["ML (1)", 6.947209653092006], ["NW", 7.2266222399656055], ["TZ", 7.453078078078078], ["US", 7.787090867287448], ["FL", 8.051496360204906], ["F9", 8.35459377372817], ["AA", 8.378402095258668], ["CO", 8.42548344110585], ["HP", 8.503211395408714], ["EA", 8.555216129524974], ["TW", 8.967124773960217], ["YV", 8.98294573643411], ["HA", 9.055012224938876], ["PA (1)", 9.353414817818456], ["DL", 9.379364656761874], ["AS", 9.709368243885606], ["WN", 10.627949920071778], ["UA", 10.858656755516142], ["XE", 11.698042870456664], ["EV", 13.27605956471936], ["PI", 16.58058210251955], ["DH", 21.32515337423313], ["B6", 224.0]]
"LBB"	[["HP", 3.8938153064106187], ["AA", 4.067901873512059], ["DL", 4.382517482517483], ["EV", 5.851018675721562], ["WN", 6.511038032599371], ["CO", 7.0292], ["XE", 8.434043701106015], ["MQ", 10.622162109941069], ["OO", 120.0]]
"LCH"	[["XE", 7.4430528375733855]]
"LEX"	[["TW", 2.157074859368239], ["NW", 4.293193717277487], ["PI", 5.371140721481963], ["US", 5.372476640904372], ["OH", 6.696269467584209], ["YV", 7.41343669250646], ["DL", 7.4855404827613015], ["9.0", 7.870229007633588], ["9E", 10.049608355091383], ["MQ", 10.771576227390181], ["EV", 13.783750763591936], ["DH", 15.209881422924902], ["XE", 16.48994974874372], ["OO", 17.249571346923222]]
"LFT"	[["CO", 4.588586146129863], ["XE", 8.878560442940634], ["MQ", 10.494327390599675], ["EV", 15.134536629758836]]
"LGA"	[["PA (1)", 2.1860654809108415], ["ML (1)", 5.38563488670372], ["DL", 7.592858300135333], ["TW", 8.405668379022837], ["CO", 8.845310694283937], ["EA", 8.997884296016561], ["AA", 10.003252018241744], ["US", 10.041577162663984], ["HP", 10.194181326116373], ["XE", 10.331251734665557], ["UA", 10.60796664406457], ["NW", 10.729905113488881], ["TZ", 11.975763298709474], ["DH", 13.18400907286646], ["PI", 13.993497466254093], ["F9", 14.992583436341162], ["MQ", 15.012950858299806], ["9.0", 15.228998133167392], ["OH", 15.574577093312314], ["B6", 20.16650515373095], ["FL", 20.289474566609663], ["YV", 20.877294179339277], ["9E", 21.106265356265357], ["EV", 29.769897130481862]]
"LGB"	[["DL", 3.8485477178423237], ["CO", 4.20536756126021], ["TW", 4.409867172675522], ["HP", 4.759581105169341], ["OO", 5.218253968253968], ["PS", 5.239644970414201], ["YV", 5.288490284005979], ["AA", 5.738856589147287], ["AS", 5.957097869207804], ["XE", 6.198019801980198], ["B6", 7.133241312114323], ["US", 7.891304347826087], ["UA", 9.295147814910026]]
"LIH"	[["HA", 1.41825978787482], ["AQ", 3.202866003635975], ["DL", 4.393939393939394], ["YV", 4.6819815596186904], ["AS", 4.969945355191257], ["UA", 6.871753246753247], ["US", 7.302681992337165], ["AA", 11.183710082526014], ["TZ", 15.333333333333334]]
"LIT"	[["US", 2.8311045071817733], ["NW", 3.4470092982374982], ["AA", 3.582344089617121], ["UA", 4.648457694296054], ["TW", 5.654844838505383], ["YV", 6.4863387978142075], ["OH", 7.439521800281294], ["DL", 7.527185281319185], ["WN", 8.587225018130672], ["OO", 8.960207612456747], ["CO", 9.625], ["XE", 9.963667523564697], ["9E", 11.208791208791208], ["9.0", 11.315024232633279], ["EV", 13.463301298975605], ["MQ", 14.313161491275466]]
"LMT"	[["OO", 15.319548872180452]]
"LNK"	[["HP", 5.130693581780538], ["TW", 5.169174339396662], ["CO", 5.825641025641025], ["9.0", 8.139511201629327], ["UA", 9.191288155396524], ["9E", 10.778345250255363], ["MQ", 11.249150622876558], ["OO", 14.229514173730745], ["DH", 16.04566210045662], ["YV", 36.21176470588235]]
"LNY"	[["HA", 1.3932584269662922]]
"LRD"	[["XE", 5.991189427312776], ["MQ", 10.264253745864954]]
"LSE"	[["NW", 3.819531662656259], ["9.0", 8.545454545454545], ["9E", 11.526415094339622], ["MQ", 11.741105769230769]]
"LWB"	[["AA", 2.0952380952380953], ["US", 5.603448275862069], ["EV", 13.340619307832423]]
"LWS"	[["OO", 4.958731371799771]]
"LYH"	[["US", 3.650678733031674], ["PI", 6.280693533270853], ["EV", 9.429391079030168]]
"MAF"	[["AA", 3.224695349415568], ["HP", 4.610547667342799], ["CO", 4.737302149775573], ["EV", 4.84115523465704], ["WN", 5.754032733996931], ["XE", 8.463925790196976], ["MQ", 9.827595857822558]]
"MAZ"	[["MQ", 7.7785714285714285]]
"MBS"	[["CO", 2.8247191011235957], ["US", 4.007462686567164], ["NW", 4.207697536507044], ["9E", 8.09347181008902], ["UA", 8.82769178431706], ["9.0", 10.206231454005934], ["DH", 14.948549534756431], ["OO", 15.966179421037547], ["YV", 28.671607753705814]]
"MCI"	[["PA (1)", 3.2963855421686747], ["ML (1)", 4.0730176839703365], ["NW", 5.082778534459275], ["F9", 6.446914635884281], ["TW", 6.588049195238661], ["CO", 7.088959152281661], ["US", 7.124059280378417], ["DL", 7.129878702073927], ["AA", 8.212802967775145], ["HP", 8.419407370694232], ["EV", 8.425907752698723], ["WN", 9.08727430385589], ["OO", 9.247985170857511], ["OH", 9.380817422434367], ["FL", 9.667178502879079], ["UA", 9.889819595843692], ["EA", 10.491434197571381], ["XE", 10.596494196473893], ["MQ", 11.454594017094017], ["9.0", 12.251117734724293], ["9E", 12.253789731051345], ["PI", 12.619718309859154], ["YV", 16.109335186472087]]
"MCN"	[["EV", 15.204806991988347], ["OH", 59.0]]
"MCO"	[["PA (1)", 5.929810545537548], ["XE", 6.5688468158347675], ["ML (1)", 6.835917312661499], ["TZ", 6.882039787055198], ["F9", 7.0719063545150505], ["NW", 7.815939209615403], ["DL", 7.930833546644067], ["PI", 8.151817999196464], ["EV", 8.934228187919462], ["US", 8.941633094929632], ["WN", 9.057452107496891], ["UA", 9.219520876311126], ["MQ", 9.37374358974359], ["AA", 9.613068637383538], ["TW", 9.621751330430575], ["CO", 9.951522388059702], ["EA", 10.501010798284108], ["FL", 10.719427407940804], ["DH", 11.002189381499726], ["OH", 11.68904211451362], ["HP", 12.397575533813304], ["AS", 13.766371245691778], ["B6", 17.358079007085628]]
"MDT"	[["XE", 2.5212738853503183], ["TW", 4.058668424522083], ["NW", 4.369512195121951], ["US", 4.823940574768631], ["AA", 7.135474586249755], ["DL", 7.454136960038344], ["OH", 9.98453835959358], ["UA", 10.543312313308995], ["DH", 11.496730245231607], ["9E", 12.476104598737601], ["EA", 12.912844036697248], ["EV", 15.341983317886932], ["MQ", 15.343839871160704], ["9.0", 16.246062992125985], ["YV", 19.68371250251661], ["OO", 21.323076923076922]]
"MDW"	[["TW", 4.437795838170938], ["DH", 4.966292134831461], ["US", 6.637687263100896], ["ML (1)", 6.8112165283065975], ["NW", 7.1544134593224245], ["UA", 8.095059625212947], ["F9", 8.097853535353535], ["HP", 9.206272752730328], ["AA", 9.359620663838284], ["CO", 9.650782070736547], ["XE", 9.698588430667035], ["TZ", 10.6514198945069], ["DL", 11.0865625], ["WN", 11.694518567860117], ["FL", 13.289228557139285], ["9E", 15.0], ["MQ", 15.005826656955572], ["OH", 18.276651066042643], ["9.0", 18.517241379310345], ["EV", 19.542857142857144], ["YV", 20.37123745819398]]
"MEI"	[["EV", 14.690840994211781]]
"MEM"	[["US", 4.470537874557975], ["TW", 4.978030704076231], ["PI", 5.077062556663645], ["CO", 5.923076923076923], ["AA", 6.289690377857014], ["NW", 7.477943203032777], ["F9", 7.548455804046858], ["9.0", 8.15784959516948], ["OH", 8.420330578512397], ["ML (1)", 8.481818181818182], ["DL", 9.018873721185061], ["UA", 10.117476741978356], ["9E", 10.67124641227121], ["FL", 12.115490029297797], ["YV", 12.180489587139203], ["OO", 13.523553719008264], ["MQ", 13.682162342723528], ["DH", 14.296764596504277], ["EV", 14.355954631379962], ["XE", 15.291683112489428]]
"MFE"	[["TW", 2.2358247422680413], ["AA", 6.706050062820141], ["CO", 6.8824672426016855], ["XE", 8.807527801539777], ["EV", 18.43617021276596]]
"MFR"	[["YV", 7.3855562026790915], ["US", 8.652855993563959], ["PS", 8.955307262569832], ["OO", 10.9902044730623], ["UA", 13.354066985645932], ["CO", 17.874285714285715]]
"MGM"	[["OO", 0.03296703296703297], ["US", 1.9750692520775623], ["NW", 4.710634789777411], ["9.0", 6.949764521193092], ["DL", 7.176913836409304], ["YV", 7.568807339449541], ["9E", 8.741285824941906], ["XE", 9.45482233502538], ["EV", 15.414504645830819]]
"MHT"	[["9.0", 4.285714285714286], ["9E", 6.246913580246914], ["CO", 6.891023048928427], ["NW", 7.505998286203941], ["DL", 7.60710301227222], ["US", 7.626997087493056], ["WN", 9.861744407744569], ["UA", 10.458801374388793], ["DH", 10.644371584699453], ["OH", 11.248002719700834], ["XE", 14.054159032612679], ["MQ", 14.374414976599065], ["YV", 16.333848133848132], ["EV", 19.298565121412803]]
"MIA"	[["9E", 0.6666666666666666], ["PA (1)", 4.671547621611146], ["EV", 5.669603524229075], ["XE", 6.098688750862664], ["TZ", 6.823035392921415], ["NW", 6.9137882939796205], ["US", 7.356536922408237], ["ML (1)", 7.6396761133603235], ["UA", 8.214286597810625], ["PI", 8.40274352651048], ["DL", 9.966373226139424], ["TW", 9.984272356748981], ["MQ", 10.549144146353425], ["CO", 10.898069086508034], ["FL", 11.668990283058724], ["HP", 11.795768307322929], ["EA", 12.005684632621772], ["AS", 12.319959879638917], ["AA", 12.457501794575457], ["OH", 13.907424812030076]]
"MIB"	[["NW", 5.2727272727272725]]
"MKC"	[["OO", 8.0]]
